FrameSync,DateTime (UTC+00:00),Temperature (Celsius),Oxygen (mg/L),pH (pH),Chlorophyll (ug/l),Turbidity (NTU),Chlorophyll StdDev (ug/l),Turbidity StdDev (NTU),Salinity (psu),Spec Conductivity (uS/cm),Oxygen Sat (%),Date,Time (UTC+00:00),Event Flags
HCEP03730292,11/1/2020 9:30,13.0988,7.979,8.01,1.316,1.033,0.06,0.05,30.7364,47956.8,91.9, 01 Nov 2020, 09:30:00,0
HCEP03730292,11/1/2020 9:45,13.0694,7.982,8.02,1.422,0.994,0.2,0.07,30.7297,47950.9,91.88, 01 Nov 2020, 09:45:00,0
HCEP03730292,11/1/2020 10:00,13.0829,7.963,8.01,1.375,1.061,0.04,0.25,30.723,47939.8,91.68, 01 Nov 2020, 10:00:00,0
HCEP03730292,11/1/2020 10:15,13.0774,7.954,8.01,1.41,0.981,0.06,0.03,30.7191,47935,91.56, 01 Nov 2020, 10:15:00,0
HCEP03730292,11/1/2020 10:30,13.0351,7.953,8.01,1.265,1.001,0.08,0.05,30.7107,47928.4,91.47, 01 Nov 2020, 10:30:00,0
HCEP03730292,11/1/2020 10:45,13.0261,7.948,8.01,1.278,0.983,0.04,0.03,30.72,47942.7,91.4, 01 Nov 2020, 10:45:00,0
HCEP03730292,11/1/2020 11:00,13.1269,7.893,8.01,1.158,1.184,0.04,0.04,30.7541,47978.2,90.97, 01 Nov 2020, 11:00:00,0
HCEP03730292,11/1/2020 11:15,13.1957,7.848,8.01,1.297,1.35,0.18,0.08,30.7784,48003.9,90.6, 01 Nov 2020, 11:15:00,0
HCEP03730292,11/1/2020 11:30,13.2249,7.821,8.01,1.151,1.495,0.15,0.09,30.7821,48005.6,90.34, 01 Nov 2020, 11:30:00,0
HCEP03730292,11/1/2020 11:45,13.1978,7.822,8.01,1.121,1.43,0.07,0.1,30.7843,48012,90.31, 01 Nov 2020, 11:45:00,0
HCEP03730292,11/1/2020 12:00,13.218,7.8,8,1,1.485,0.04,0.05,30.7849,48010.4,90.1, 01 Nov 2020, 12:00:00,0
HCEP03730292,11/1/2020 12:15,13.2224,7.785,8,1.065,1.449,0.07,0.07,30.7917,48019.3,89.94, 01 Nov 2020, 12:15:00,0
HCEP03730292,11/1/2020 12:30,13.2328,7.774,8,1.001,1.582,0.08,0.06,30.7951,48022.9,89.83, 01 Nov 2020, 12:30:00,0
HCEP03730292,11/1/2020 12:45,13.2318,7.763,8,1.058,1.546,0.07,0.12,30.7975,48026.4,89.7, 01 Nov 2020, 12:45:00,0
HCEP03730292,11/1/2020 13:00,13.2295,7.772,8,1.034,1.473,0.06,0.11,30.7964,48025.2,89.8, 01 Nov 2020, 13:00:00,0
HCEP03730292,11/1/2020 13:15,13.2187,7.789,8,1.116,1.341,0.1,0.08,30.7983,48029.1,89.97, 01 Nov 2020, 13:15:00,0
HCEP03730292,11/1/2020 13:30,13.2227,7.783,8,0.984,1.387,0.05,0.04,30.7925,48020.5,89.91, 29 Oct 2020, 17:00:00,0
HCEP03730292,11/1/2020 13:45,13.2139,7.778,8,1.091,1.294,0.08,0.1,30.7867,48013.4,89.83, 01 Nov 2020, 13:45:00,0
HCEP03730292,11/1/2020 14:00,13.1889,7.824,8.01,1.088,1.269,0.05,0.04,30.7789,48005.5,90.32, 01 Nov 2020, 14:00:00,0
HCEP03730292,11/1/2020 14:15,13.1767,7.83,8.01,1.188,1.259,0.13,0.07,30.7766,48003.7,90.36, 01 Nov 2020, 14:15:00,0
HCEP03730292,11/1/2020 14:30,13.1139,7.852,8.01,1.155,1.294,0.09,0.04,30.7665,47997.1,90.49, 01 Nov 2020, 14:30:00,0
HCEP03730292,11/1/2020 14:45,13.1383,7.861,8.01,1.386,1.165,0.05,0.03,30.7698,47998.9,90.63, 01 Nov 2020, 14:45:00,0
HCEP03730292,11/1/2020 15:00,13.1648,7.895,8.01,1.535,1.144,0.07,0.02,30.7526,47971.5,91.07, 01 Nov 2020, 15:00:00,0
HCEP03730292,11/1/2020 15:15,12.9941,7.944,8.01,1.753,0.955,0.05,0.03,30.6648,47869,91.26, 01 Nov 2020, 15:15:00,0
HCEP03730292,11/1/2020 15:30,12.9359,7.957,8.01,1.78,1.085,0.07,0.1,30.6348,47834.1,91.29, 29 Oct 2020, 17:15:00,0
HCEP03730292,11/1/2020 15:45,13.0029,7.938,8.01,1.811,0.958,0.12,0.03,30.6573,47857.4,91.21, 01 Nov 2020, 15:45:00,0
HCEP03730292,11/1/2020 16:00,13.0106,7.93,8.01,1.694,0.96,0.08,0.02,30.6683,47871.9,91.13, 01 Nov 2020, 16:00:00,0
HCEP03730292,11/1/2020 16:15,13.0737,7.956,8.01,1.463,0.908,0.06,0.03,30.6951,47901.8,91.57, 01 Nov 2020, 16:15:00,0
HCEP03730292,11/1/2020 16:30,13.0775,7.962,8.01,1.644,0.915,0.06,0.04,30.7086,47920.3,91.65, 01 Nov 2020, 16:30:00,0
HCEP03730292,11/1/2020 16:45,13.0791,8.003,8.02,1.939,0.872,0.08,0.02,30.7254,47943.7,92.14, 01 Nov 2020, 16:45:00,0
HCEP03730292,11/1/2020 17:00,13.0424,8.017,8.02,1.353,0.885,0.04,0.04,30.7239,47946.1,92.23, 01 Nov 2020, 17:00:00,0
HCEP03730292,11/1/2020 17:15,13.1086,7.996,8.02,1.093,0.848,0.04,0.02,30.7339,47952,92.11, 01 Nov 2020, 17:15:00,0
HCEP03730292,11/1/2020 17:30,13.1294,7.989,8.02,1.654,1.074,0.08,0.03,30.717,47925.7,92.07, 01 Nov 2020, 17:30:00,0
HCEP03730292,11/1/2020 17:45,13.3554,7.849,8.01,1.57,1.513,0.06,0.04,30.7929,48005.2,90.9, 01 Nov 2020, 17:45:00,0
HCEP03730292,11/1/2020 18:00,13.3824,7.756,8.01,1.508,1.584,0.06,0.03,30.8082,48023.4,89.9, 01 Nov 2020, 18:00:00,0
HCEP03730292,11/1/2020 18:15,13.4037,7.759,8.01,1.705,1.667,0.05,0.04,30.8151,48030.6,89.98, 01 Nov 2020, 18:15:00,0
HCEP03730292,11/1/2020 18:30,13.423,7.739,8,1.556,1.73,0.05,0.05,30.8236,48040.3,89.78, 01 Nov 2020, 18:30:00,0
HCEP03730292,11/1/2020 18:45,13.4132,7.705,8,1.412,1.614,0.05,0.05,30.818,48033.5,89.37, 01 Nov 2020, 18:45:00,0
HCEP03730292,11/1/2020 19:00,13.4115,7.742,8,1.718,1.778,0.06,0.07,30.8125,48026,89.8, 01 Nov 2020, 19:00:00,0
HCEP03730292,11/1/2020 19:15,13.3856,7.75,8,1.63,1.65,0.09,0.05,30.8021,48014.5,89.84, 01 Nov 2020, 19:15:00,0
HCEP03730292,11/1/2020 19:30,13.1698,7.825,8.01,1.818,1.19,0.06,0.04,30.7341,47944.9,90.28, 01 Nov 2020, 19:30:00,0
HCEP03730292,11/1/2020 19:45,13.1561,7.89,8.01,2.025,1.151,0.09,0.03,30.7352,47948.1,90.99, 29 Oct 2020, 17:45:00,0
HCEP03730292,11/1/2020 20:00,13.2111,7.874,8.01,1.6,1.27,0.08,0.03,30.7481,47959.6,90.92, 01 Nov 2020, 20:00:00,0
HCEP03730292,11/1/2020 20:15,13.1042,7.885,8.02,1.8,0.952,0.09,0.03,30.7247,47939.7,90.83, 01 Nov 2020, 20:15:00,0
HCEP03730292,11/1/2020 20:30,13.0923,7.94,8.02,1.688,0.913,0.08,0.04,30.7281,47945.9,91.44, 01 Nov 2020, 20:30:00,0
HCEP03730292,11/1/2020 20:45,13.0574,8.008,8.02,2.138,0.855,0.08,0.03,30.7286,47950.8,92.15, 01 Nov 2020, 20:45:00,0
HCEP03730292,11/1/2020 21:00,13.0622,8.082,8.03,2.077,0.878,0.08,0.03,30.7247,47944.8,93.01, 01 Nov 2020, 21:00:00,0
HCEP03730292,11/1/2020 21:15,13.0566,8.047,8.02,1.957,0.853,0.06,0.02,30.7106,47925.6,92.6, 01 Nov 2020, 21:15:00,0
HCEP03730292,11/1/2020 21:30,13.0302,8.018,8.02,1.728,0.879,0.09,0.03,30.6993,47913.1,92.21, 01 Nov 2020, 21:30:00,0
HCEP03730292,11/1/2020 21:45,13.0277,7.977,8.02,1.607,0.934,0.08,0.02,30.6636,47863.2,91.72, 01 Nov 2020, 21:45:00,0
HCEP03730292,11/1/2020 22:00,12.9844,7.983,8.02,1.508,0.872,0.08,0.02,30.6728,47881.4,91.73, 01 Nov 2020, 22:00:00,0
HCEP03730292,11/1/2020 22:15,12.9781,7.969,8.01,1.469,0.873,0.12,0.02,30.6209,47809.2,91.5, 01 Nov 2020, 22:15:00,0
HCEP03730292,11/1/2020 22:30,13.0356,7.929,8.01,1.314,0.994,0.07,0.03,30.6541,47848.9,91.16, 01 Nov 2020, 22:30:00,0
HCEP03730292,11/1/2020 22:45,12.9931,7.949,8.02,1.373,0.876,0.06,0.02,30.6382,47831.8,91.32, 01 Nov 2020, 22:45:00,0
HCEP03730292,11/1/2020 23:00,12.9955,7.975,8.02,1.4,0.903,0.16,0.02,30.5646,47728.1,91.55, 01 Nov 2020, 23:00:00,0
HCEP03730292,11/1/2020 23:15,13.0424,7.97,8.01,1.514,1.035,0.1,0.03,30.6217,47802.6,91.62, 01 Nov 2020, 23:15:00,0
HCEP03730292,11/1/2020 23:30,12.9889,7.974,8.02,1.428,0.975,0.06,0.02,30.6133,47797.2,91.58, 01 Nov 2020, 23:30:00,0
HCEP03730292,11/1/2020 23:45,13.0354,7.969,8.01,1.508,1.008,0.09,0.02,30.6361,47823.6,91.62, 01 Nov 2020, 23:45:00,0
HCEP03730292,11/2/2020 0:00,13.0657,7.92,8.01,1.526,1.089,0.07,0.04,30.6829,47885.7,91.13, 29 Oct 2020, 18:15:00,0
HCEP03730292,11/2/2020 0:15,13.0857,7.893,8.01,1.397,1.056,0.06,0.03,30.6708,47866.1,90.85, 02 Nov 2020, 00:15:00,0
HCEP03730292,11/2/2020 0:30,13.1349,7.864,8.01,1.279,1.152,0.06,0.03,30.7237,47934.6,90.63, 02 Nov 2020, 00:30:00,0
HCEP03730292,11/2/2020 0:45,13.1417,7.872,8.01,1.268,1.088,0.05,0.03,30.6581,47841.6,90.71, 02 Nov 2020, 00:45:00,0
HCEP03730292,11/2/2020 1:00,13.1077,7.888,8.01,1.246,1.122,0.06,0.03,30.525,47658.6,90.75, 02 Nov 2020, 01:00:00,0
HCEP03730292,11/2/2020 1:15,13.1177,7.902,8.01,1.401,1.097,0.12,0.06,30.5342,47670.4,90.94, 02 Nov 2020, 01:15:00,0
HCEP03730292,11/2/2020 1:30,13.0997,7.909,8.01,1.264,1.122,0.09,0.03,30.4786,47594.4,90.95, 02 Nov 2020, 01:30:00,0
HCEP03730292,11/2/2020 1:45,13.0876,7.903,8.01,1.249,1.103,0.1,0.03,30.4855,47605.7,90.88, 02 Nov 2020, 01:45:00,0
HCEP03730292,11/2/2020 2:00,13.0135,7.961,8.02,1.197,1.151,0.1,0.04,30.2405,47269.9,91.27, 30 Oct 2020, 11:15:00,0
HCEP03730292,11/2/2020 2:15,13.0276,7.957,8.02,1.154,0.982,0.06,0.02,30.1446,47133.2,91.17, 02 Nov 2020, 02:15:00,0
HCEP03730292,11/2/2020 2:30,12.9592,7.973,8.02,1.077,1,0.03,0.05,30.2372,47271.8,91.31, 02 Nov 2020, 02:30:00,0
HCEP03730292,11/2/2020 2:45,12.9599,7.97,8.01,1.157,0.96,0.04,0.03,30.3514,47432.5,91.32, 02 Nov 2020, 02:45:00,0
HCEP03730292,11/2/2020 3:00,12.9968,7.973,8.01,1.046,1.123,0.06,0.04,30.4775,47605.4,91.48, 02 Nov 2020, 03:00:00,0
HCEP03730292,11/2/2020 3:15,13.086,7.883,8.01,1.223,1.179,0.04,0.04,30.6484,47834.7,90.73, 02 Nov 2020, 03:15:00,0
HCEP03730292,11/2/2020 3:30,13.0847,7.861,8.01,1.233,1.216,0.07,0.04,30.6769,47874.9,90.49, 02 Nov 2020, 03:30:00,0
HCEP03730292,11/2/2020 3:45,13.0289,7.875,8.01,1.196,1.113,0.03,0.03,30.6406,47830.8,90.53, 02 Nov 2020, 03:45:00,0
HCEP03730292,11/2/2020 4:00,13.0338,7.862,8,1.121,1.14,0.04,0.03,30.6435,47834.2,90.38, 02 Nov 2020, 04:00:00,0
HCEP03730292,11/2/2020 4:15,13.0872,7.86,8.01,1.194,1.032,0.05,0.03,30.6924,47896.3,90.48, 02 Nov 2020, 04:15:00,0
HCEP03730292,11/2/2020 4:30,13.0798,7.88,8.01,1.175,0.936,0.03,0.02,30.6757,47873.7,90.68, 02 Nov 2020, 04:30:00,0
HCEP03730292,11/2/2020 4:45,13.1219,7.885,8.01,1.262,0.956,0.05,0.02,30.7109,47918.1,90.84, 02 Nov 2020, 04:45:00,0
HCEP03730292,11/2/2020 5:00,13.1004,7.922,8.02,1.194,0.941,0.04,0.02,30.694,47897,91.23, 02 Nov 2020, 05:00:00,0
HCEP03730292,11/2/2020 5:15,13.1097,7.907,8.02,1.181,1.058,0.04,0.01,30.7138,47923.7,91.09, 02 Nov 2020, 05:15:00,0
HCEP03730292,11/2/2020 5:30,13.1587,7.882,8.02,1.127,1.198,0.02,0.04,30.7197,47926,90.89, 02 Nov 2020, 05:30:00,0
HCEP03730292,11/2/2020 5:45,13.2352,7.851,8.02,1.201,1.229,0.06,0.05,30.7597,47972.9,90.68, 02 Nov 2020, 05:45:00,0
HCEP03730292,11/2/2020 6:00,13.3003,7.827,8.02,1.136,1.271,0.05,0.02,30.8008,48022.8,90.56, 30 Oct 2020, 11:45:00,0
HCEP03730292,11/2/2020 6:15,13.3263,7.819,8.02,1.162,1.288,0.04,0.03,30.8446,48081.1,90.55, 02 Nov 2020, 06:15:00,0
HCEP03730292,11/2/2020 6:30,13.3297,7.807,8.02,1.109,1.37,0.04,0.02,30.8522,48091.4,90.42, 02 Nov 2020, 06:30:00,0
HCEP03730292,11/2/2020 6:45,13.3115,7.818,8.02,1.183,1.34,0.04,0.02,30.8494,48089.7,90.51, 02 Nov 2020, 06:45:00,0
HCEP03730292,11/2/2020 7:00,13.2638,7.847,8.02,1.123,1.371,0.03,0.02,30.8039,48031.5,90.74, 02 Nov 2020, 07:00:00,0
HCEP03730292,11/2/2020 7:15,13.2072,7.858,8.02,1.174,1.261,0.05,0.02,30.8042,48038.8,90.75, 02 Nov 2020, 07:15:00,0
HCEP03730292,11/2/2020 7:30,13.1441,7.871,8.02,1.123,1.233,0.03,0.02,30.7386,47954.3,90.76, 02 Nov 2020, 07:30:00,0
HCEP03730292,11/2/2020 7:45,13.1575,7.86,8.02,1.205,1.472,0.06,0.06,30.7877,48021.6,90.67, 02 Nov 2020, 07:45:00,0
HCEP03730292,11/2/2020 8:00,13.0802,7.884,8.02,1.2,1.447,0.07,0.04,30.7552,47985.3,90.79, 02 Nov 2020, 08:00:00,0
HCEP03730292,11/2/2020 8:15,13.053,7.869,8.01,1.241,1.442,0.03,0.05,30.765,48002.5,90.57, 02 Nov 2020, 08:15:00,0
HCEP03730292,11/2/2020 8:30,12.9609,7.872,8.01,1.205,1.589,0.03,0.03,30.7182,47948.2,90.41, 30 Oct 2020, 12:00:00,0
HCEP03730292,11/2/2020 8:45,12.9417,7.861,8.01,1.208,1.878,0.07,0.04,30.7013,47926.8,90.23, 02 Nov 2020, 08:45:00,0
HCEP03730292,11/2/2020 9:00,12.9297,7.84,8,1.115,2.107,0.05,0.04,30.6944,47918.5,89.97, 02 Nov 2020, 09:00:00,0
HCEP03730292,11/2/2020 9:15,12.9686,7.831,8,1.172,1.994,0.03,0.05,30.708,47932.9,89.93, 02 Nov 2020, 09:15:00,0
HCEP03730292,11/2/2020 9:30,12.9751,7.835,8.01,1.123,2,0.04,0.05,30.7243,47955,90, 02 Nov 2020, 09:30:00,0
HCEP03730292,11/2/2020 9:45,12.8966,7.848,8,1.155,1.874,0.04,0.05,30.7029,47934.6,90, 02 Nov 2020, 09:45:00,0
HCEP03730292,11/2/2020 10:00,12.8567,7.854,8,1.114,1.858,0.03,0.05,30.6954,47929,89.99, 02 Nov 2020, 10:00:00,0
HCEP03730292,11/2/2020 10:15,12.8463,7.847,8,1.151,1.837,0.03,0.02,30.6956,47930.7,89.89, 02 Nov 2020, 10:15:00,0
HCEP03730292,11/2/2020 10:30,12.8458,7.849,8,1.09,1.926,0.05,0.04,30.6972,47933,89.91, 02 Nov 2020, 10:30:00,0
HCEP03730292,11/2/2020 10:45,12.8338,7.845,8,1.129,1.849,0.04,0.03,30.6923,47927.6,89.85, 02 Nov 2020, 10:45:00,0
HCEP03730292,11/2/2020 11:00,12.8358,7.84,8,1.088,1.963,0.04,0.03,30.689,47922.7,89.78, 02 Nov 2020, 11:00:00,0
HCEP03730292,11/2/2020 11:15,12.8007,7.843,8,1.145,1.821,0.03,0.02,30.6904,47929.1,89.76, 02 Nov 2020, 11:15:00,0
HCEP03730292,11/2/2020 11:30,12.8063,7.841,8,1.081,1.879,0.04,0.04,30.6892,47926.7,89.74, 02 Nov 2020, 11:30:00,0
HCEP03730292,11/2/2020 11:45,12.795,7.844,8,1.111,1.803,0.06,0.03,30.6952,47936.6,89.76, 02 Nov 2020, 11:45:00,0
HCEP03730292,11/2/2020 12:00,12.7881,7.848,8,1.044,1.855,0.04,0.04,30.6986,47942.2,89.79, 02 Nov 2020, 12:00:00,0
HCEP03730292,11/2/2020 12:15,12.8196,7.845,8,1.099,1.878,0.04,0.04,30.707,47950,89.82, 02 Nov 2020, 12:15:00,0
HCEP03730292,11/2/2020 12:30,12.8354,7.835,8,1.007,1.944,0.04,0.05,30.7319,47983.1,89.75, 02 Nov 2020, 12:30:00,0
HCEP03730292,11/2/2020 12:45,12.8483,7.835,8,1.032,1.89,0.04,0.08,30.7377,47989.6,89.78, 02 Nov 2020, 12:45:00,0
HCEP03730292,11/2/2020 13:00,12.8357,7.841,8,0.846,1.893,0.09,0.04,30.7411,47996,89.83, 02 Nov 2020, 13:00:00,0
HCEP03730292,11/2/2020 13:15,12.8648,7.833,8,0.853,1.698,0.04,0.04,30.7575,48015.3,89.8, 30 Oct 2020, 12:30:00,0
HCEP03730292,11/2/2020 13:30,12.8713,7.835,8,0.717,1.647,0.03,0.03,30.7563,48012.8,89.83, 02 Nov 2020, 13:30:00,0
HCEP03730292,11/2/2020 13:45,12.8982,7.82,8,0.718,1.546,0.03,0.04,30.7524,48004,89.7, 02 Nov 2020, 13:45:00,0
HCEP03730292,11/2/2020 14:00,12.9092,7.816,8,0.656,1.546,0.03,0.05,30.773,48031.5,89.69, 02 Nov 2020, 14:00:00,0
HCEP03730292,11/2/2020 14:15,12.9182,7.836,8,0.727,1.432,0.03,0.05,30.7801,48040.4,89.94, 02 Nov 2020, 14:15:00,0
HCEP03730292,11/2/2020 14:30,12.9358,7.838,8,0.825,1.428,0.03,0.04,30.7785,48036,90, 02 Nov 2020, 14:30:00,0
HCEP03730292,11/2/2020 14:45,12.9328,7.852,8,0.726,1.386,0.04,0.04,30.7788,48036.8,90.16, 02 Nov 2020, 14:45:00,0
HCEP03730292,11/2/2020 15:00,12.9437,7.845,8,0.643,1.467,0.04,0.06,30.7818,48039.5,90.09, 02 Nov 2020, 15:00:00,0
HCEP03730292,11/2/2020 15:15,12.9497,7.861,8.01,0.664,1.368,0.02,0.03,30.8384,48118.4,90.32, 30 Oct 2020, 12:45:00,0
HCEP03730292,11/2/2020 15:30,12.9521,7.876,8.01,0.767,1.466,0.04,0.06,30.8396,48119.7,90.5, 02 Nov 2020, 15:30:00,0
HCEP03730292,11/2/2020 15:45,12.9389,7.895,8.01,0.739,1.492,0.03,0.06,30.8091,48078.6,90.68, 02 Nov 2020, 15:45:00,0
HCEP03730292,11/2/2020 16:00,12.8912,7.906,8.01,0.786,1.614,0.03,0.04,30.796,48066.1,90.71, 02 Nov 2020, 16:00:00,0
HCEP03730292,11/2/2020 16:15,12.8343,7.935,8.01,0.691,1.694,0.03,0.05,30.7714,48038.7,90.92, 02 Nov 2020, 16:15:00,0
HCEP03730292,11/2/2020 16:30,12.8237,7.949,8.01,0.683,1.857,0.05,0.05,30.7653,48031.5,91.04, 02 Nov 2020, 16:30:00,0
HCEP03730292,11/2/2020 16:45,13.0762,7.914,8.02,0.997,2.106,0.04,0.05,30.9528,48263.3,91.23, 02 Nov 2020, 16:45:00,0
HCEP03730292,11/2/2020 17:00,13.1213,7.924,8.03,1.047,2.172,0.08,0.06,30.9892,48308.7,91.47, 02 Nov 2020, 17:00:00,0
HCEP03730292,11/2/2020 17:15,13.0064,7.945,8.02,1.058,2.084,0.05,0.05,30.9277,48236.6,91.45, 30 Oct 2020, 13:00:00,0
HCEP03730292,11/2/2020 17:30,12.8941,7.979,8.02,0.817,2.063,0.03,0.03,30.8552,48148.9,91.59, 02 Nov 2020, 17:30:00,0
HCEP03730292,11/2/2020 17:45,12.9126,7.994,8.02,1.211,2.205,0.08,0.07,30.8859,48189.6,91.81, 02 Nov 2020, 17:45:00,0
HCEP03730292,11/2/2020 18:00,12.9692,7.985,8.03,1.205,2.097,0.05,0.07,30.9211,48232.1,91.84, 02 Nov 2020, 18:00:00,0
HCEP03730292,11/2/2020 18:15,12.9215,8.006,8.03,0.908,1.978,0.04,0.03,30.8935,48199.2,91.97, 02 Nov 2020, 18:15:00,0
HCEP03730292,11/2/2020 18:30,12.872,8.032,8.03,1.061,2.056,0.09,0.04,30.8634,48163.2,92.16, 02 Nov 2020, 18:30:00,0
HCEP03730292,11/2/2020 18:45,12.821,8.04,8.03,1.206,2.046,0.04,0.04,30.8468,48146.3,92.14, 02 Nov 2020, 18:45:00,0
HCEP03730292,11/2/2020 19:00,12.832,8.045,8.03,1.231,2.081,0.04,0.04,30.8663,48172.3,92.23, 02 Nov 2020, 19:00:00,0
HCEP03730292,11/2/2020 19:15,12.8444,8.054,8.03,1.007,1.948,0.04,0.03,30.8867,48199.4,92.37, 02 Nov 2020, 19:15:00,0
HCEP03730292,11/2/2020 19:30,12.8537,8.055,8.03,0.972,2.074,0.04,0.05,30.8963,48211.7,92.4, 02 Nov 2020, 19:30:00,0
HCEP03730292,11/2/2020 19:45,12.7951,8.068,8.03,1.274,2.066,0.07,0.05,30.8711,48183.7,92.43, 02 Nov 2020, 19:45:00,0
HCEP03730292,11/2/2020 20:00,12.7541,8.08,8.03,1.153,2.203,0.07,0.05,30.8449,48152.2,92.46, 02 Nov 2020, 20:00:00,0
HCEP03730292,11/2/2020 20:15,12.7747,8.073,8.02,1.232,2.22,0.04,0.05,30.8597,48170.3,92.43, 02 Nov 2020, 20:15:00,0
HCEP03730292,11/2/2020 20:30,12.8467,8.055,8.03,1.236,2.265,0.06,0.04,30.9082,48229.3,92.39, 02 Nov 2020, 20:30:00,0
HCEP03730292,11/2/2020 20:45,12.9685,8.029,8.03,1.292,2.289,0.08,0.06,31.0029,48346.9,92.38, 02 Nov 2020, 20:45:00,0
HCEP03730292,11/2/2020 21:00,13.0098,8.036,8.04,1.241,2.341,0.06,0.05,31.0359,48388,92.56, 02 Nov 2020, 21:00:00,0
HCEP03730292,11/2/2020 21:15,13.0214,8.028,8.04,1.25,2.245,0.07,0.06,31.0575,48416.8,92.5, 02 Nov 2020, 21:15:00,0
HCEP03730292,11/2/2020 21:30,12.8169,8.053,8.03,1.123,2.313,0.03,0.06,30.9071,48231.5,92.31, 02 Nov 2020, 21:30:00,0
HCEP03730292,11/2/2020 21:45,12.6144,8.082,8.02,1.253,2.265,0.04,0.09,30.8215,48137.2,92.23, 02 Nov 2020, 21:45:00,0
HCEP03730292,11/2/2020 22:00,12.4755,8.116,8.02,1.228,2.159,0.05,0.05,30.726,48021.1,92.28, 02 Nov 2020, 22:00:00,0
HCEP03730292,11/2/2020 22:15,12.3607,8.132,8.01,1.298,2.048,0.04,0.04,30.6621,47946.4,92.2, 02 Nov 2020, 22:15:00,0
HCEP03730292,11/2/2020 22:30,12.2402,8.152,8.01,1.249,2.088,0.05,0.04,30.6126,47892.6,92.15, 02 Nov 2020, 22:30:00,0
HCEP03730292,11/2/2020 22:45,12.1782,8.158,8.01,1.282,2.002,0.04,0.03,30.5882,47866.6,92.08, 02 Nov 2020, 22:45:00,0
HCEP03730292,11/2/2020 23:00,12.1346,8.164,8.01,1.221,2.065,0.04,0.03,30.5696,47846.3,92.06, 02 Nov 2020, 23:00:00,0
HCEP03730292,11/2/2020 23:15,12.1305,8.164,8.01,1.275,1.976,0.05,0.04,30.5795,47860.8,92.07, 02 Nov 2020, 23:15:00,0
HCEP03730292,11/2/2020 23:30,12.1607,8.154,8.01,1.197,1.985,0.04,0.03,30.5928,47875.5,92.01, 30 Oct 2020, 13:45:00,0
HCEP03730292,11/2/2020 23:45,12.2179,8.14,8.01,1.228,1.936,0.06,0.07,30.6278,47917.1,91.98, 02 Nov 2020, 23:45:00,0
HCEP03730292,11/3/2020 0:00,12.2937,8.117,8.01,1.156,1.937,0.05,0.05,30.6526,47941.9,91.88, 03 Nov 2020, 00:00:00,0
HCEP03730292,11/3/2020 0:15,12.3878,8.091,8.01,1.123,1.871,0.05,0.05,30.7182,48021.6,91.81, 03 Nov 2020, 00:15:00,0
HCEP03730292,11/3/2020 0:30,12.5888,8.03,8.01,0.935,1.8,0.04,0.03,30.83,48152.5,91.56, 03 Nov 2020, 00:30:00,0
HCEP03730292,11/3/2020 0:45,12.6192,8,8.01,0.984,1.866,0.04,0.05,30.8495,48176,91.3, 03 Nov 2020, 00:45:00,0
HCEP03730292,11/3/2020 1:00,12.6632,7.974,8.01,0.856,1.642,0.04,0.03,30.8906,48228.1,91.11, 03 Nov 2020, 01:00:00,0
HCEP03730292,11/3/2020 1:15,12.6753,7.955,8.01,0.913,1.594,0.04,0.04,30.898,48236.9,90.92, 03 Nov 2020, 01:15:00,0
HCEP03730292,11/3/2020 1:30,12.6234,7.96,8.01,0.861,1.557,0.03,0.05,30.8766,48213.5,90.87, 03 Nov 2020, 01:30:00,0
HCEP03730292,11/3/2020 1:45,12.6529,7.949,8.01,0.91,1.618,0.06,0.06,30.8741,48206.2,90.8, 03 Nov 2020, 01:45:00,0
HCEP03730292,11/3/2020 2:00,12.685,7.927,8.01,0.869,1.614,0.03,0.05,30.8981,48235.8,90.61, 03 Nov 2020, 02:00:00,0
HCEP03730292,11/3/2020 2:15,12.6517,7.922,8.01,0.872,1.445,0.04,0.06,30.9167,48266.1,90.5, 03 Nov 2020, 02:15:00,0
HCEP03730292,11/3/2020 2:30,12.6471,7.908,8.01,0.806,1.372,0.04,0.04,30.9299,48285.3,90.35, 03 Nov 2020, 02:30:00,0
HCEP03730292,11/3/2020 2:45,12.67,7.891,8.01,0.863,1.314,0.03,0.04,30.9327,48286.3,90.2, 03 Nov 2020, 02:45:00,0
HCEP03730292,11/3/2020 3:00,12.6704,7.888,8.01,0.796,1.393,0.04,0.05,30.9352,48289.8,90.15, 03 Nov 2020, 03:00:00,0
HCEP03730292,11/3/2020 3:15,12.6688,7.899,8.01,0.848,1.401,0.03,0.05,30.9353,48290.2,90.28, 03 Nov 2020, 03:15:00,0
HCEP03730292,11/3/2020 3:30,12.6415,7.908,8.01,0.802,1.449,0.04,0.04,30.932,48289,90.34, 03 Nov 2020, 03:30:00,0
HCEP03730292,11/3/2020 3:45,12.6224,7.909,8.01,0.822,1.355,0.02,0.03,30.9371,48298.6,90.31, 03 Nov 2020, 03:45:00,0
HCEP03730292,11/3/2020 4:00,12.6495,7.9,8.01,0.777,1.42,0.02,0.04,30.9364,48294.2,90.25, 30 Oct 2020, 14:15:00,0
HCEP03730292,11/3/2020 4:15,12.5943,7.928,8.01,0.902,1.482,0.05,0.05,30.9004,48250.8,90.46, 03 Nov 2020, 04:15:00,0
